Company,Date,Title
CIA,30/05/2023,"""CHAMPION IRON REPORTS ROBUST FOURTH QUARTER AND FY2023 ANNUAL RESULTS AND DECLARES DIVIDEND"""
CIA,16/05/2023,"""CHAMPION IRON PROVIDES NOTICE OF FOURTH QUARTER AND FINANCIAL YEAR 2023 RESULTS WITH CONFERENCE CALL WEBCAST DETAILS"""
CIA,04/05/2023,"""BTV Features: Champion Iron Limited, Defence Therapeutics, Nouveau Monde Graphite, Talisker Resources, Osisko Development & more on FOX Business News"""
CIA,04/05/2023,"""Top Steel Stocks for Q2 2023"""
CIA,27/04/2023,"""BTV Showcases: Champion Iron Limited, Nouveau Monde Graphite, TD Asset Management, and More"""
CIA,26/04/2023,"""CHAMPION IRON REPORTS FY2023 FOURTH QUARTER AND ANNUAL PRODUCTION"""
CIA,12/04/2023,"""Is Champion Iron Limited's (ASX:CIA) Stock's Recent Performance Being Led By Its Attractive Financial Prospects?"""
CIA,29/03/2023,"""Even though Champion Iron (ASX:CIA) has lost AU$347m market cap in last 7 days, shareholders are still up 438% over 5 years"""
CIA,07/03/2023,"""CHAMPION IRON TO PRESENT AT RENMARK FINANCIAL COMMUNICATIONS' VIRTUAL NON-DEAL ROADSHOW SERIES ON MONDAY, MARCH 13, 2023"""
CIM,No data for this company,"""No data for this company"""
CLW,23/03/2023,"""The one-year earnings decline is not helping Charter Hall Long WALE REIT's (ASX:CLW share price, as stock falls another 4.1% in past week"""
CLW,10/02/2023,"""Charter Hall Long WALE REIT First Half 2023 Earnings: EPS Beats Expectations"""
CLW,12/01/2023,"""Charter Hall Long WALE REIT (ASX:CLW) is definitely on the radar of institutional investors who own 49% of the company"""
CLW,11/10/2022,"""As Charter Hall Long WALE REIT's market cap (ASX:CLW) drops to AU$2.9b, insiders might be questioning their decision to buy earlier this year"""
CMW,01/06/2023,"""Owning 44% shares,institutional owners seem interested in Cromwell European Real Estate Investment Trust (SGX:CWBU),"""
CMW,27/12/2022,"""Investors in Cromwell Property Group (ASX:CMW) have unfortunately lost 29% over the last three years"""
CMW,20/11/2022,"""Great news for Cromwell Property Group (ASX:CMW): Insiders acquired stock in large numbers last year"""
CMW,13/10/2022,"""Cromwell Property Group's (ASX:CMW) recent 5.7% pullback adds to one-year year losses, institutional owners may take drastic measures"""
CNU,28/08/2023,"""Chorus' (NZSE:CNU) Upcoming Dividend Will Be Larger Than Last Year's"""
CNU,07/07/2023,"""Are Investors Undervaluing Chorus Limited (NZSE:CNU) By 44%?"""
CNU,17/06/2023,"""Chorus Insiders Placed Bullish Bets Worth NZ$1.8m."""
CNU,12/05/2023,"""Institutions own 48% of Chorus Limited (NZSE:CNU) shares but retail investors control 52% of the company"""
CNU,06/04/2023,"""Chorus (NZSE:CNU) shareholders have earned a 21% CAGR over the last five years"""
CNU,23/03/2023,"""Should You Be Worried About Chorus Limited's (NZSE:CNU) 3.3% Return On Equity?"""
CNU,22/02/2023,"""Chorus' (NZSE:CNU) Shareholders Will Receive A Bigger Dividend Than Last Year"""
CNU,28/01/2023,"""Chorus Limited's (NZSE:CNU) Intrinsic Value Is Potentially 83% Above Its Share Price"""
CNU,07/01/2023,"""Bullish insiders at Chorus Limited (NZSE:CNU) loaded up on NZ$1.7m of stock earlier this year"""
CNU,03/12/2022,"""Individual investors account for 58% of Chorus Limited's (NZSE:CNU) ownership, while institutions account for 42%"""
CNU,09/10/2022,"""How Good Is Chorus Limited (NZSE:CNU), When It Comes To ROE?"""
CNU,07/09/2022,"""Do These 3 Checks Before Buying Chorus Limited (NZSE:CNU) For Its Upcoming Dividend"""
COH,18/08/2023,"""Cochlear™ Osia® System becomes industry's first active bone conduction system to enable MRI at 3 Tesla"""
COH,15/08/2023,"""Cochlear Full Year 2023 Earnings: Revenues Beat Expectations, EPS In Line"""
COH,10/08/2023,"""Cochlear Limited's (ASX:COH) Intrinsic Value Is Potentially 25% Below Its Share Price"""
COH,18/06/2023,"""Is Cochlear Limited's (ASX:COH) Recent Stock Performance Influenced By Its Financials In Any Way?"""
COH,30/05/2023,"""Some Investors May Be Worried About Cochlear's (ASX:COH) Returns On Capital"""
COH,13/05/2023,"""Cochlear Limited's (ASX:COH) largest shareholders are retail investors with 55% ownership, institutions own 45%"""
COH,27/04/2023,"""Cochlear (ASX:COH) shareholders have earned a 12% CAGR over the last three years"""
COH,10/04/2023,"""As Cochlear Limited (ASX:COH) hits AU$16b market cap, insiders may be dismayed about not purchasing higher quantities"""
COH,21/03/2023,"""Hearing loss in global spotlight as technology and research leaders collaborate to tackle rising impact, and experts unite to demystify care"""
COH,24/02/2023,"""Cochlear announces 2023 winners of annual scholarships"""
COH,22/02/2023,"""Cochlear announces audio streaming from Amazon Fire TV devices for hearing implant users"""
COH,08/01/2023,"""Do Fundamentals Have Any Role To Play In Driving Cochlear Limited's (ASX:COH) Stock Up Recently?"""
COH,16/12/2022,"""Capital Allocation Trends At Cochlear (ASX:COH) Aren't Ideal"""
COH,01/12/2022,"""Individual investors account for 52% of Cochlear Limited's (ASX:COH) ownership, while institutions account for 47%"""
COH,16/11/2022,"""Those who invested in Cochlear (ASX:COH) five years ago are up 21%"""
COH,01/11/2022,"""The Independent Non-Executive Chairman of the Board of Cochlear Limited (ASX:COH), Catriona Deans, Just Bought 13% More Shares"""
COH,01/11/2022,"""FDA approves Cochlear's Nucleus 8 Sound Processor, smaller, smarter, better connected cochlear implant technology"""
COH,19/10/2022,"""Estimating The Intrinsic Value Of Cochlear Limited (ASX:COH)"""
COL,02/06/2023,"""Australia's Coles to take $17 million provision to compensate underpaid staff"""
COL,21/02/2023,"""Coles Group First Half 2023 Earnings: EPS Beats Expectations, Revenues Lag"""
COL,20/02/2023,"""Australia's Coles H1 profit beats f'casts, but cost pressures loom"""
COL,25/10/2022,"""Australia's Coles flags climate challenge as floods push up inflation"""
CPU,17/08/2023,"""Computershare (ASX:CPU) Is Increasing Its Dividend To $0.40"""
CPU,31/07/2023,"""There Are Reasons To Feel Uneasy About Computershare's (ASX:CPU) Returns On Capital"""
CPU,27/07/2023,"""Banks to fuel boom in UK Plc regular dividend payouts"""
CPU,29/05/2023,"""Computershare Limited (ASX:CPU) most popular amongst retail investors who own 47% of the shares, institutions hold 46%"""
CPU,10/05/2023,"""Computershare to Expand Registered Agent Capabilities by Acquiring SunDoc Filings"""
CPU,07/05/2023,"""Is Computershare Limited's (ASX:CPU) ROE Of 15% Impressive?"""
CPU,08/04/2023,"""Computershare Limited's (ASX:CPU) Intrinsic Value Is Potentially 25% Below Its Share Price"""
CPU,16/03/2023,"""Pulling back 10% this week, Computershare's ASX:CPU) three-year decline in earnings may be coming into investors focus"""
CPU,04/02/2023,"""Is Computershare Limited (ASX:CPU) Potentially Undervalued?"""
CPU,20/12/2022,"""While institutions own 46% of Computershare Limited (ASX:CPU), individual investors are its largest shareholders with 48% ownership"""
CPU,28/11/2022,"""A Note On Computershare Limited's (ASX:CPU) ROE and Debt To Equity"""
CPU,22/10/2022,"""A Look At The Intrinsic Value Of Computershare Limited (ASX:CPU)"""
CPU,07/10/2022,"""Investors more bullish on Computershare (ASX:CPU) this week as stock increases 3.9%, despite earnings trending downwards over past five years"""
CPU,11/09/2022,"""Computershare's (ASX:CPU) Returns On Capital Not Reflecting Well On The Business"""
CQR,01/03/2023,"""Quite a few insiders invested in Charter Hall Retail REIT (ASX:CQR) last year which is positive news for shareholders"""
CQR,01/03/2023,"""Independent Chairman of Charter Hall Retail Management Limited Roger Davis Just Bought 117% More Shares In Charter Hall Retail REIT (ASX:CQR)"""
CQR,11/10/2022,"""With 62% ownership, Charter Hall Retail REIT (ASX:CQR) boasts of strong institutional backing"""
CSL,28/08/2023,"""CSL Seqirus Announces Third U.S. Government Award in Relation to Influenza A(H5N8) Candidate Vaccine"""
CSL,28/08/2023,"""Ferinject® granted upgraded recommendations in 2023 ESC heart failure guidelines"""
CSL,17/08/2023,"""Investing in CSL (ASX:CSL) five years ago would have delivered you a 31% gain"""
CSL,17/08/2023,"""CSL Appoints Jeffrey Ball as First Chief Sustainability Officer"""
CSL,17/07/2023,"""CSL Seqirus Begins Shipping Portfolio of Innovative Influenza Vaccines for the 2023/24 U.S. Season"""
CSL,28/06/2023,"""FDA Accepts Pfizer's (PFE) Hemophilia B Gene Therapy Filing"""
CSL,20/06/2023,"""uniQure announces achievement of $100 million milestone related to hemophilia B gene therapy"""
CSL,20/06/2023,"""CSL Behring Announces the First Patient Has Received FDA-Approved HEMGENIX® (etranacogene dezaparvovec-drlb) for Hemophilia B"""
CSL,05/06/2023,"""Injectafer® approved in the U.S. for the treatment of iron deficiency in patients with heart failure"""
CSL,18/05/2023,"""Kapruvia® (difelikefalin) recommended by England's NICE for the treatment of adults with moderate-to-severe CKD-associated pruritus"""
CSL,15/05/2023,"""UPDATE 1-UniQure to sell royalty interest in blood disorder therapy for up to $400 mln"""
CSL,02/05/2023,"""Topline Results from Two-Year Primary Efficacy Endpoint in Pivotal Phase 3 DUPLEX Study of Sparsentan in Focal Segmental Glomerulosclerosis"""
CSL,27/04/2023,"""OTC Markets Group Welcomes CSL Limited to OTCQX"""
CSL,25/04/2023,"""CSL Seqirus Proud to Attend and Present at 2023 Canadian Immunization Conference"""
CSL,18/04/2023,"""CSL Behring Receives FDA Approval for Hizentra® (Immune Globulin Subcutaneous [Human] 20% Liquid) 50mL Prefilled Syringe"""
CSL,10/04/2023,"""Calculating The Fair Value Of CSL Limited (ASX:CSL)"""
CSL,28/03/2023,"""Tavneos® (avacopan) included in updated EULAR recommendations for the management of AAV"""
CSL,27/03/2023,"""CSL Opens New, State-of-the-Art Vaccine Research and Development Facility in Waltham, Massachusetts"""
CSL,20/03/2023,"""Large Vaccine Players Including GSK, Moderna Prepare For Bird Flu Vaccine 'Just In Case'"""
CSR,21/08/2023,"""Is Now An Opportune Moment To Examine CSR Limited (ASX:CSR)?"""
CSR,07/08/2023,"""CSR's (ASX:CSR) earnings growth rate lags the 24% CAGR delivered to shareholders"""
CSR,01/07/2023,"""Is CSR Limited's (ASX:CSR) Recent Performance Tethered To Its Attractive Financial Prospects?"""
CSR,13/05/2023,"""CSR's (ASX:CSR) Shareholders Will Receive A Bigger Dividend Than Last Year"""
CSR,08/05/2023,"""A Look At The Fair Value Of CSR Limited (ASX:CSR)"""
CSR,11/04/2023,"""Quite a few insiders invested in CSR Limited (ASX:CSR) last year which is positive news for shareholders"""
CSR,28/03/2023,"""With 53% ownership, CSR Limited (ASX:CSR) boasts of strong institutional backing"""
CSR,14/03/2023,"""At AU$4.99, Is It Time To Put CSR Limited (ASX:CSR) On Your Watch List?"""
CSR,28/02/2023,"""CSR (ASX:CSR) sheds 3.3% this week, as yearly returns fall more in line with earnings growth"""
CSR,29/11/2022,"""Calculating The Intrinsic Value Of CSR Limited (ASX:CSR)"""
CSR,07/11/2022,"""CSR (ASX:CSR) Is Paying Out A Larger Dividend Than Last Year"""
CSR,24/10/2022,"""A number of insiders bought CSR Limited (ASX:CSR) stock last year, which is great news for shareholders"""
CSR,10/10/2022,"""CSR Limited (ASX:CSR) most popular amongst individual investors who own 50% of the shares, institutions hold 49%"""
CSR,21/09/2022,"""Shareholders in CSR (ASX:CSR) are in the red if they invested a year ago"""
CTD,28/08/2023,"""Is Now The Time To Put Corporate Travel Management (ASX:CTD) On Your Watchlist?"""
CTD,14/08/2023,"""Corporate Travel Management Limited's (ASX:CTD) Dismal Stock Performance Reflects Weak Fundamentals"""
CTD,10/06/2023,"""Institutions along with retail investors who hold considerable shares inCorporate Travel Management Limited (ASX:CTD) come under pressure; lose 5.4% of holdings value"""
CTD,26/04/2023,"""Investing in Corporate Travel Management (ASX:CTD) three years ago would have delivered you a 117% gain"""
CTD,07/04/2023,"""Is Now The Time To Look At Buying Corporate Travel Management Limited (ASX:CTD)?"""
CTD,22/03/2023,"""A Look At The Fair Value Of Corporate Travel Management Limited (ASX:CTD)"""
CTD,05/03/2023,"""Can Corporate Travel Management Limited's (ASX:CTD) Weak Financials Pull The Plug On The Stock's Current Momentum On Its Share Price?"""
CTD,16/02/2023,"""Corporate Travel Management First Half 2023 Earnings: Revenues Beat Expectations, EPS Lags"""
CTD,15/02/2023,"""Australia’s Corporate Travel Management Staffs Up Anticipating Busier Times"""
CTD,01/01/2023,"""Corporate Travel Management Limited's (ASX:CTD) largest shareholders are individual investors with 59% ownership, institutions own 24%"""
CTD,17/11/2022,"""Investors in Corporate Travel Management (ASX:CTD) have unfortunately lost 30% over the last year"""
CTD,19/10/2022,"""Is Now An Opportune Moment To Examine Corporate Travel Management Limited (ASX:CTD)?"""
CTD,20/09/2022,"""An Intrinsic Calculation For Corporate Travel Management Limited (ASX:CTD) Suggests It's 37% Undervalued"""
CWN,No data for this company,"""No data for this company"""
CWY,26/08/2023,"""Cleanaway Waste Management (ASX:CWY) Has Announced A Dividend Of A$0.0245"""
CWY,24/08/2023,"""Cleanaway Waste Management Full Year 2023 Earnings: Revenues Beat Expectations, EPS Lags"""
CWY,13/06/2023,"""Cleanaway Waste Management Limited (ASX:CWY) is favoured by institutional owners who hold 54% of the company"""
CWY,27/04/2023,"""What Does Cleanaway Waste Management Limited's (ASX:CWY) Share Price Indicate?"""
CWY,04/04/2023,"""Is Cleanaway Waste Management Limited's (ASX:CWY) Recent Performance Underpinned By Weak Financials?"""
CWY,18/03/2023,"""Does This Valuation Of Cleanaway Waste Management Limited (ASX:CWY) Imply Investors Are Overpaying?"""
CWY,02/03/2023,"""A number of insiders bought Cleanaway Waste Management Limited (ASX:CWY) stock last year, which is great news for shareholders"""
CWY,16/02/2023,"""Cleanaway Waste Management's (ASX:CWY) investors will be pleased with their favorable 94% return over the last five years"""
CWY,02/01/2023,"""Cleanaway Waste Management Limited (ASX:CWY) is favoured by institutional owners who hold 55% of the company"""
CWY,18/11/2022,"""Is It Time To Consider Buying Cleanaway Waste Management Limited (ASX:CWY)?"""
CWY,26/10/2022,"""Should Weakness in Cleanaway Waste Management Limited's (ASX:CWY) Stock Be Seen As A Sign That Market Will Correct The Share Price Given Decent Financials?"""
CWY,18/09/2022,"""Insider Buying: The Cleanaway Waste Management Limited (ASX:CWY) Independent Non-Executive Director Just Bought AU$86k Worth Of Shares"""
CWY,16/09/2022,"""Cleanaway Waste Management's (ASX:CWY) Upcoming Dividend Will Be Larger Than Last Year's"""
CWY,09/09/2022,"""Cleanaway Waste Management (ASX:CWY) shareholders have earned a 18% CAGR over the last five years"""
DEG,23/08/2023,"""Novo’s ASX IPO Offer Oversubscribed; Offer Period Closed Early"""
DEG,02/08/2023,"""Novo Progresses ASX Dual Listing With Lodgement of Prospectus"""
DEG,18/07/2023,"""Exploration Update Focused On Discovery Success In 2023"""
DEG,28/06/2023,"""De Grey Mining Ltd. Announces Increased Investment in Novo Resources Corp."""
DEG,28/06/2023,"""Novo Closes Cornerstone Investment With De Grey Mining"""
DEG,21/06/2023,"""De Grey to Invest A$25 Million to Earn 50% in Egina JV and Complete A$10 Million Cornerstone Investment"""
 DHG,19/08/2023,"""Domain Holdings Australia (ASX:DHG) Has Announced A Dividend Of A$0.04"""
DHG,15/08/2023,"""There's Been No Shortage Of Growth Recently For Domain Holdings Australia's (ASX:DHG) Returns On Capital"""
DHG,01/06/2023,"""Domain Holdings Australia Limited (ASX:DHG) stock most popular amongst public companies who own 60%, while individual investors hold 28%"""
DHG,23/04/2023,"""Pulling back 7.1% this week, Domain Holdings Australia's ASX:DHG) three-year decline in earnings may be coming into investors focus"""
DHG,06/04/2023,"""Should You Investigate Domain Holdings Australia Limited (ASX:DHG) At AU$3.63?"""
DHG,22/03/2023,"""A Look At The Fair Value Of Domain Holdings Australia Limited (ASX:DHG)"""
DHG,08/03/2023,"""We Like These Underlying Return On Capital Trends At Domain Holdings Australia (ASX:DHG)"""
DHG,18/02/2023,"""Domain Holdings Australia First Half 2023 Earnings: Revenues Beat Expectations, EPS Lags"""
DHG,09/02/2023,"""Domain Holdings Australia Limited (ASX:DHG) insider upped their holding by 532% earlier this year"""
DHG,14/01/2023,"""Domain Holdings Australia Limited's (ASX:DHG) Stock's Been Going Strong: Could Weak Financials Mean The Market Will Correct Its Share Price?"""
DHG,13/12/2022,"""Individual investors own 33% of Domain Holdings Australia Limited (ASX:DHG) shares but public companies control 55% of the company"""
DHG,14/11/2022,"""Earnings growth of 0.6% over 1 year hasn't been enough to translate into positive returns for Domain Holdings Australia (ASX:DHG) shareholders"""
DHG,23/10/2022,"""Why Domain Holdings Australia Limited (ASX:DHG) Could Be Worth Watching"""
DHG,30/09/2022,"""Domain Holdings Australia Limited (ASX:DHG) Shares Could Be 41% Below Their Intrinsic Value Estimate"""
DHG,16/09/2022,"""With Domain Holdings Australia Limited (ASX:DHG) It Looks Like You'll Get What You Pay For"""
DHG,02/09/2022,"""Insiders at Domain Holdings Australia Limited (ASX:DHG) snagged a bargain: a AU$472k profit on a AU$1.5m buy"""
DMP,30/08/2023,"""Pro-Putin rapper takes over Domino’s Pizza in Russia"""
DMP,30/08/2023,"""Domino's Pizza Inc (DPZ): A Slice of the Market Pie"""
DMP,30/08/2023,"""Is Domino's Pizza Inc (DPZ) a Slice of Bargain? An In-Depth Analysis of Its Market Value"""
DMP,25/08/2023,"""It Might Not Be A Great Idea To Buy Domino's Pizza Enterprises Limited (ASX:DMP) For Its Next Dividend"""
DMP,23/08/2023,"""Domino's Pizza Enterprises Full Year 2023 Earnings: EPS: AU$0.76 (vs AU$1.83 in FY 2022)"""
DMP,23/08/2023,"""Domino's Pizza (DPZ) Down 4.4% Since Last Earnings Report: Can It Rebound?"""
DMP,22/08/2023,"""Institutional owners may take dramatic actions as Domino's Pizza Enterprises Limited's (ASX:DMP) recent 4.2% drop adds to one-year losses"""
DMP,18/08/2023,"""What's Behind Domino's (DPZ) 22% Increase in Three Months?"""
DMP,18/08/2023,"""Is It Too Late To Consider Buying Domino's Pizza, Inc. (NYSE:DPZ)?"""
DMP,16/08/2023,"""Add 5 Low-Beta Stocks to Your Portfolio to Counter Volatility"""
DMP,10/08/2023,"""20 Most Popular Fast Food Restaurants In The World"""
DMP,08/08/2023,"""The Zacks Analyst Blog Highlights Domino's, McDonald's, Wingstop, Dave & Buster's and Jack in the Box"""
DMP,07/08/2023,"""Top 5 Restaurant Stocks to Enrich Your Portfolio"""
DMP,06/08/2023,"""Domino's Pizza Group (LON:DOM) Could Be A Buy For Its Upcoming Dividend"""
DMP,04/08/2023,"""Domino's Pizza Group's (LON:DOM) Shareholders Will Receive A Bigger Dividend Than Last Year"""
DMP,03/08/2023,"""Get Out Now! 7 Stocks to Dump After Sorry Q2 Earnings"""
DMP,02/08/2023,"""Here's What's Concerning About Domino's Pizza Enterprises' (ASX:DMP) Returns On Capital"""
DMP,02/08/2023,"""U.S. fast-food chains add automation to boost speed"""
DMP,02/08/2023,"""REFILE-U.S. fast-food chains add automation to boost speed"""
DMP,02/08/2023,"""The Zacks Analyst Blog Highlights ServiceNow, Domino's Pizza , Hubbell, Brown & Brown and On Holding"""
DOW,18/08/2023,"""It Might Not Be A Great Idea To Buy Downer EDI Limited (ASX:DOW) For Its Next Dividend"""
DOW,12/08/2023,"""Downer EDI (ASX:DOW) Is Reducing Its Dividend To A$0.08"""
DOW,10/08/2023,"""Downer EDI Full Year 2023 Earnings: Revenues Beat Expectations, EPS Lags"""
DOW,05/07/2023,"""An Intrinsic Calculation For Downer EDI Limited (ASX:DOW) Suggests It's 45% Undervalued"""
DOW,14/06/2023,"""Returns On Capital Signal Difficult Times Ahead For Downer EDI (ASX:DOW)"""
DOW,29/05/2023,"""Institutional owners may consider drastic measures as Downer EDI Limited's (ASX:DOW) recent AU$107m drop adds to long-term losses"""
DOW,08/05/2023,"""While shareholders of Downer EDI (ASX:DOW) are in the red over the last five years, underlying earnings have actually grown"""
DOW,20/04/2023,"""Downer EDI Limited (ASX:DOW) Stock's On A Decline: Are Poor Fundamentals The Cause?"""
DOW,05/04/2023,"""Is Now An Opportune Moment To Examine Downer EDI Limited (ASX:DOW)?"""
DOW,22/03/2023,"""Multiple insiders bought Downer EDI Limited (ASX:DOW) stock earlier this year, a positive sign for shareholders"""
DOW,26/01/2023,"""Estimating The Fair Value Of Downer EDI Limited (ASX:DOW)"""
DOW,05/01/2023,"""Downer EDI (ASX:DOW) Will Be Looking To Turn Around Its Returns"""
DOW,19/12/2022,"""With 56% institutional ownership, Downer EDI Limited (ASX:DOW) is a favorite amongst the big guns"""
DOW,29/11/2022,"""Shareholders in Downer EDI (ASX:DOW) are in the red if they invested three years ago"""
DOW,11/11/2022,"""Is Downer EDI Limited's (ASX:DOW) Stock On A Downtrend As A Result Of Its Poor Financials?"""
DOW,23/10/2022,"""At AU$4.37, Is Downer EDI Limited (ASX:DOW) Worth Looking At Closely?"""
DRR,14/08/2023,"""Are Deterra Royalties Limited (ASX:DRR) Investors Paying Above The Intrinsic Value?"""
DRR,05/07/2023,"""Investors in Deterra Royalties (ASX:DRR) have seen returns of 23% over the past year"""
DXS,18/08/2023,"""Sydney office block sold at 16% discount as rates, remote working hit sector"""
EBO,25/08/2023,"""EBOS Group's (NZSE:EBO) Upcoming Dividend Will Be Larger Than Last Year's"""
EBO,17/07/2023,"""EBOS Group (NZSE:EBO) Will Want To Turn Around Its Return Trends"""
EBO,03/07/2023,"""While institutions own 22% of EBOS Group Limited (NZSE:EBO), individual investors are its largest shareholders with 59% ownership"""
EBO,10/06/2023,"""EBOS Group Limited (NZSE:EBO) Stock Has Shown Weakness Lately But Financials Look Strong: Should Prospective Shareholders Make The Leap?"""
EBO,09/05/2023,"""Q1 2023 Shoals Technologies Group Inc Earnings Call"""
EBO,26/04/2023,"""Estimating The Intrinsic Value Of EBOS Group Limited (NZSE:EBO)"""
EBO,22/03/2023,"""EBOS Group (NZSE:EBO) shareholders have earned a 24% CAGR over the last five years"""
EBO,22/02/2023,"""EBOS Group First Half 2023 Earnings: EPS: AU$0.70 (vs AU$0.61 in 1H 2022)"""
EBO,06/02/2023,"""Investors Could Be Concerned With EBOS Group's (NZSE:EBO) Returns On Capital"""
EBO,23/01/2023,"""Individual investors account for 60% of EBOS Group Limited's (NZSE:EBO) ownership, while institutions account for 20%"""
EBO,31/12/2022,"""EBOS Group Limited's (NZSE:EBO) Stock Has Seen Strong Momentum: Does That Call For Deeper Study Of Its Financial Prospects?"""
EBO,17/11/2022,"""A Look At The Intrinsic Value Of EBOS Group Limited (NZSE:EBO)"""
EBO,21/10/2022,"""Most Shareholders Will Probably Agree With EBOS Group Limited's (NZSE:EBO) CEO Compensation"""
EBO,13/10/2022,"""Those who invested in EBOS Group (NZSE:EBO) five years ago are up 139%"""
ELD,02/08/2023,"""Elders (ASX:ELD) Will Be Hoping To Turn Its Returns On Capital Around"""
ELD,04/06/2023,"""Could The Market Be Wrong About Elders Limited (ASX:ELD) Given Its Attractive Financial Prospects?"""
ELD,17/05/2023,"""Elders' (ASX:ELD) Shareholders Will Receive A Smaller Dividend Than Last Year"""
ELD,16/05/2023,"""Elders First Half 2023 Earnings: EPS: AU$0.31 (vs AU$0.58 in 1H 2022)"""
ELD,16/05/2023,"""Calculating The Fair Value Of Elders Limited (ASX:ELD)"""
ELD,01/04/2023,"""Elders (ASX:ELD) investors are sitting on a loss of 31% if they invested a year ago"""
ELD,15/03/2023,"""Elders (ASX:ELD) Ticks All The Boxes When It Comes To Earnings Growth"""
ELD,23/02/2023,"""Elders (ASX:ELD) Might Become A Compounding Machine"""
ELD,23/12/2022,"""Elders Limited's (ASX:ELD) Stock Has Been Sliding But Fundamentals Look Strong: Is The Market Wrong?"""
ELD,09/12/2022,"""Non-Executive Director Matthew Quinn Just Bought 33% More Shares In Elders Limited (ASX:ELD)"""
ELD,07/12/2022,"""While institutions own 40% of Elders Limited (ASX:ELD), individual investors are its largest shareholders with 58% ownership"""
ELD,16/11/2022,"""Elders' (ASX:ELD) Upcoming Dividend Will Be Larger Than Last Year's"""
ELD,22/10/2022,"""Elders' (ASX:ELD) investors will be pleased with their solid 195% return over the last five years"""
ELD,05/10/2022,"""Here's Why Elders (ASX:ELD) Has Caught The Eye Of Investors"""
ELD,16/09/2022,"""There Are Reasons To Feel Uneasy About Elders' (ASX:ELD) Returns On Capital"""
ELD,02/09/2022,"""Multiple insiders bought Elders Limited (ASX:ELD) stock earlier this year, a positive sign for shareholders"""
EML,30/07/2023,"""Shareholders in EML Payments (ASX:EML) have lost 76%, as stock drops 13% this past week"""
EML,25/05/2023,"""EML Payments and Visa Unveil New Digital Gift Card Product for US and Canadian Shopping Centers"""
EML,23/05/2023,"""EML Payments Limited's (ASX:EML) Shift From Loss To Profit"""
EML,06/04/2023,"""EML's Authenticated Mandates Wins MPE Award for Open Banking Payment Innovation"""
EML,22/02/2023,"""EML Payments First Half 2023 Earnings: AU$0.35 loss per share (vs AU$0.033 loss in 1H 2022)"""
EML,20/02/2023,"""Shareholders in EML Payments (ASX:EML) have lost 87%, as stock drops 11% this past week"""
EML,09/01/2023,"""With 42% stake, EML Payments Limited (ASX:EML) seems to have captured institutional investors' interest"""
EML,29/11/2022,"""EML Payments Limited's (ASX:EML) Intrinsic Value Is Potentially 88% Above Its Share Price"""
EML,29/09/2022,"""ExtrasJar Selects EML Payments To Disrupt Health Insurance In Australia"""
EML,26/09/2022,"""EML's Nuapay Signs Milestone Contract Bringing Open Banking To Local Government And eCommerce Sectors In The UK"""
EML,07/09/2022,"""Investors in EML Payments (ASX:EML) have unfortunately lost 78% over the last year"""
EVN,17/08/2023,"""Evolution Mining Full Year 2023 Earnings: EPS Misses Expectations"""
EVN,17/07/2023,"""Do Its Financials Have Any Role To Play In Driving Evolution Mining Limited's (ASX:EVN) Stock Up Recently?"""
EVN,15/06/2023,"""Estimating The Fair Value Of Evolution Mining Limited (ASX:EVN)"""
EVN,19/04/2023,"""Investors in Evolution Mining (ASX:EVN) have unfortunately lost 24% over the last three years"""
EVN,20/03/2023,"""Evolution Mining Limited's (ASX:EVN) latest 6.9% decline adds to one-year losses, institutional investors may consider drastic measures"""
EVN,07/02/2023,"""Has Evolution Mining Limited's (ASX:EVN) Impressive Stock Performance Got Anything to Do With Its Fundamentals?"""
EVN,05/01/2023,"""Are Investors Undervaluing Evolution Mining Limited (ASX:EVN) By 49%?"""
EVN,16/12/2022,"""Despite Evolution Mining Limited's recent decline, insiders have made a around AU$41k profit after buying earlier this year."""
EVN,10/11/2022,"""Evolution Mining (ASX:EVN) earnings and shareholder returns have been trending downwards for the last year, but the stock jumps 21% this past week"""
EVN,10/10/2022,"""Evolution Mining Limited's (ASX:EVN) recent 7.3% pullback adds to one-year year losses, institutional owners may take drastic measures"""
EVT,31/07/2023,"""If EPS Growth Is Important To You, EVT (ASX:EVT) Presents An Opportunity"""
EVT,15/05/2023,"""Investors in EVT (ASX:EVT) have seen respectable returns of 59% over the past three years"""
EVT,03/04/2023,"""Is Now The Time To Look At Buying EVT Limited (ASX:EVT)?"""
EVT,16/01/2023,"""With 41% ownership, EVT Limited (ASX:EVT) has piqued the interest of institutional investors"""
EVT,16/10/2022,"""A Look At The Fair Value Of Event Hospitality & Entertainment Limited (ASX:EVT)"""
EVT,21/09/2022,"""What Does Event Hospitality & Entertainment Limited's (ASX:EVT) Share Price Indicate?"""
FBU,19/08/2023,"""Fletcher Building's (NZSE:FBU) Dividend Is Being Reduced To NZ$0.1882"""
FBU,15/08/2023,"""NZ's Fletcher Building warns of weaker FY24, shares fall"""
FBU,30/05/2023,"""Fletcher Building's (NZSE:FBU) 17% CAGR outpaced the company's earnings growth over the same three-year period"""
FBU,07/05/2023,"""Fletcher Building Limited (NZSE:FBU) Stock's Been Sliding But Fundamentals Look Decent: Will The Market Correct The Share Price In The Future?"""
FBU,13/04/2023,"""Is Fletcher Building Limited (NZSE:FBU) Trading At A 32% Discount?"""
